date,cust_email,cust_location,product_id,product_quantity
1/11/2020,slaog@yahoo.com,78735,11455,4
1/11/2020,slaog@yahoo.com,78735,9259,1
1/11/2020,riun@yahoo.com,58184,4665,1
1/11/2020,deamp@mail.com,91116,17624,1
1/11/2020,deamp@mail.com,91116,8209,1
1/11/2020,deamp@mail.com,91116,738,1
1/11/2020,deamp@mail.com,91116,10015,1
1/11/2020,deamp@mail.com,91116,3003,1
1/11/2020,skam@yahoo.com,73432,8768,1
1/12/2020,dry@yahoo.com,4015,11927,1
1/12/2020,dry@yahoo.com,4015,15160,1
1/12/2020,dry@yahoo.com,4015,14126,2
1/12/2020,zeng@msn.com,78493,10427,3
1/12/2020,went@inbox.com,87782,3890,1
1/12/2020,spap@live.com,53023,5113,1
1/12/2020,spap@live.com,53023,7964,1
1/12/2020,troash@gmail.com,12543,12108,1
1/12/2020,troash@gmail.com,12543,20993,1
1/12/2020,zaosp@yahoo.com,23744,2146,2
1/12/2020,fly@gmail.com,26456,5756,1
1/13/2020,ya@aol.com,48490,7331,1
1/13/2020,faig@gmail.com,42889,9142,1
1/13/2020,fow@icloud.com,52915,15975,2
1/14/2020,ro@hotmail.com,55614,14944,3
1/14/2020,hib@gmail.com,9823,22165,1
1/14/2020,heiv@gmail.com,77902,21788,1
1/14/2020,heiv@gmail.com,77902,9172,2
1/15/2020,hiang@gmail.com,83918,23574,1
1/15/2020,hiang@gmail.com,83918,19656,1
1/15/2020,hiang@gmail.com,83918,6546,3
1/15/2020,hiang@gmail.com,83918,4716,2
1/15/2020,hiang@gmail.com,83918,8212,1
1/15/2020,trict@aol.com,83818,8697,1
1/15/2020,blyp@aol.com,77739,11434,2
1/15/2020,skuo@hotmail.com,34576,12137,2
1/15/2020,nyct@gmail.com,50857,6029,1
1/15/2020,graav@yahoo.com,2434,7844,3
1/15/2020,poav@gmail.com,23657,20090,1
1/15/2020,brae@gmail.com,89754,5014,2
1/15/2020,chai@gmail.com,856,15643,2
1/16/2020,fysp@yahoo.com,68813,14742,1
1/16/2020,fysp@yahoo.com,68813,7711,1
1/16/2020,fysp@yahoo.com,68813,18883,2
1/16/2020,tuk@live.com,67727,22953,1
1/16/2020,giu@msn.com,97368,18780,1
1/16/2020,giu@msn.com,97368,5115,1
1/16/2020,giu@msn.com,97368,14226,1
1/16/2020,giu@msn.com,97368,8349,1
1/17/2020,spuot@gmail.com,58089,14957,1
1/17/2020,niz@hotmail.com,78956,12424,3
1/17/2020,niz@hotmail.com,78956,17710,2
1/17/2020,sleiz@outlook.com,57520,23045,3
1/18/2020,suy@gmail.com,87521,17450,1
1/18/2020,stryv@yahoo.com,54759,3475,4
1/18/2020,stryv@yahoo.com,54759,265,1
1/18/2020,stryv@yahoo.com,54759,19749,1
1/18/2020,stryv@yahoo.com,54759,17576,2
1/18/2020,staiv@inbox.com,36941,3917,4
1/18/2020,staiv@inbox.com,36941,12586,2
1/18/2020,staiv@inbox.com,36941,9238,1
1/18/2020,geind@yahoo.com,34576,7892,1
1/18/2020,geind@yahoo.com,34576,5785,1
1/18/2020,geind@yahoo.com,34576,6665,2
1/18/2020,geind@yahoo.com,34576,2142,3
1/18/2020,fo@mail.com,53600,23047,3
1/18/2020,trion@icloud.com,48255,10612,1
1/18/2020,trion@icloud.com,48255,9874,1
1/19/2020,rer@icloud.com,58089,14563,1
1/19/2020,loct@yahoo.com,51041,21596,1
1/19/2020,ploa@hotmail.com,77733,11192,2
1/19/2020,striu@aol.com,75651,14880,2
1/19/2020,striu@aol.com,75651,1753,1
1/20/2020,ju@hotmail.com,65158,7017,1
1/20/2020,ju@hotmail.com,65158,2235,1
1/20/2020,ju@hotmail.com,65158,3062,2
1/20/2020,le@msn.com,28845,856,1
1/20/2020,skiez@inbox.com,263,22531,2
1/20/2020,skiez@inbox.com,263,13861,1
1/20/2020,skiez@inbox.com,263,10265,3
1/20/2020,skiez@inbox.com,263,8762,2
1/20/2020,dra@msn.com,40456,990,1
1/20/2020,druoft@inbox.com,36972,2757,2
1/20/2020,koh@outlook.com,29477,248,1
1/21/2020,druv@gmail.com,88651,19454,1
1/21/2020,spa@yahoo.com,38025,8978,1
1/21/2020,glae@outlook.com,76441,2439,1
1/21/2020,glae@outlook.com,76441,6223,1
1/21/2020,glae@outlook.com,76441,11092,1
1/21/2020,kae@yahoo.com,28403,1168,1
1/21/2020,creusk@outlook.com,66006,15050,3
1/21/2020,voor@msn.com,61564,17722,2
1/21/2020,reung@aol.com,20878,17214,1
1/21/2020,pleaft@yahoo.com,76933,3827,1
1/21/2020,pleaft@yahoo.com,76933,5402,3
1/21/2020,pleaft@yahoo.com,76933,22180,2
1/21/2020,nee@msn.com,19246,23404,1
1/21/2020,nee@msn.com,19246,5770,1
1/21/2020,swu@hotmail.com,2096,23818,1
1/21/2020,swu@hotmail.com,2096,118,2
1/21/2020,doemp@live.com,27189,1743,1
1/21/2020,doemp@live.com,27189,15185,1
1/21/2020,flee@gmail.com,42855,17982,2
1/21/2020,flee@gmail.com,42855,6167,2
1/22/2020,sliond@mail.com,75389,11711,4
1/22/2020,shysk@hotmail.com,45090,3508,3
1/23/2020,yuesp@outlook.com,19409,14178,1
1/23/2020,swump@yahoo.com,88542,6764,1
1/23/2020,swump@yahoo.com,88542,11057,2
1/23/2020,chue@live.com,40309,12325,2
1/23/2020,drych@yahoo.com,66006,17634,2
1/23/2020,drar@hotmail.com,31166,17736,1
1/24/2020,gli@yahoo.com,19409,12265,1
1/24/2020,gli@yahoo.com,19409,17451,1
1/24/2020,chig@msn.com,91116,2760,4
1/24/2020,traam@gmail.com,14998,1507,2
1/24/2020,spict@aol.com,78956,16680,1
1/24/2020,spict@aol.com,78956,11425,3
1/24/2020,spict@aol.com,78956,10720,1
1/24/2020,hua@yahoo.com,5398,3107,1
1/24/2020,hua@yahoo.com,5398,16249,1
1/24/2020,hua@yahoo.com,5398,11537,1
1/24/2020,hua@yahoo.com,5398,6072,1
1/24/2020,trouf@aol.com,76251,11790,2
1/24/2020,trouf@aol.com,76251,22457,1
1/24/2020,trouf@aol.com,76251,21008,1
1/25/2020,maef@aol.com,91116,12876,2
1/25/2020,maef@aol.com,91116,7463,4
1/25/2020,maef@aol.com,91116,14701,2
1/25/2020,maef@aol.com,91116,21632,1
1/25/2020,skyv@hotmail.com,82539,19872,2
1/25/2020,strui@aol.com,27540,9006,1
1/25/2020,draenk@gmail.com,84562,346,3
1/25/2020,draenk@gmail.com,84562,7161,1
1/25/2020,clao@yahoo.com,40283,15730,1
1/26/2020,tuet@gmail.com,46716,22882,1
1/26/2020,tush@yahoo.com,53054,3827,1
1/26/2020,tush@yahoo.com,53054,1030,2
1/26/2020,tush@yahoo.com,53054,10008,3
1/26/2020,tush@yahoo.com,53054,4369,1
1/26/2020,tush@yahoo.com,53054,18580,2
1/26/2020,zess@outlook.com,77733,21010,1
1/26/2020,swue@outlook.com,30347,3657,3
1/26/2020,biun@hotmail.com,60001,16329,2
1/26/2020,biun@hotmail.com,60001,11616,2
1/27/2020,yoid@hotmail.com,90434,15318,5
1/27/2020,yoid@hotmail.com,90434,4343,1
1/27/2020,yoid@hotmail.com,90434,16466,1
1/27/2020,raeb@yahoo.com,28403,5713,2
1/27/2020,glio@hotmail.com,31166,16896,1
1/27/2020,deu@icloud.com,6039,12715,1
1/27/2020,spoi@yahoo.com,26411,20364,1
1/28/2020,zop@aol.com,40652,9376,1
1/28/2020,ze@inbox.com,27870,19683,1
1/28/2020,ze@inbox.com,27870,5305,1
1/28/2020,ze@inbox.com,27870,23809,3
1/28/2020,ze@inbox.com,27870,3446,1
1/28/2020,ze@inbox.com,27870,22690,2
1/28/2020,ze@inbox.com,27870,16883,1
1/28/2020,praa@yahoo.com,32094,9791,1
1/28/2020,bleit@hotmail.com,51585,8509,2
1/28/2020,bleit@hotmail.com,51585,21229,4
1/29/2020,swoemp@yahoo.com,82539,2456,2
1/29/2020,swoemp@yahoo.com,82539,12452,2
1/29/2020,swoemp@yahoo.com,82539,1616,3
1/29/2020,heer@gmail.com,79419,7632,1
1/29/2020,heer@gmail.com,79419,13909,1
1/29/2020,hiol@hotmail.com,66931,22456,1
1/29/2020,hiol@hotmail.com,66931,6069,1
1/29/2020,hiol@hotmail.com,66931,18950,1
1/29/2020,dud@yahoo.com,13256,10767,2
1/29/2020,dud@yahoo.com,13256,6774,2
1/29/2020,grao@yahoo.com,75795,15688,2
1/29/2020,grao@yahoo.com,75795,1540,1
1/29/2020,go@yahoo.com,33412,13736,1
1/29/2020,stip@msn.com,75462,12377,1
1/30/2020,plo@gmail.com,11540,3934,1
1/30/2020,zing@gmail.com,6691,23861,2
1/30/2020,zing@gmail.com,6691,16234,2
1/30/2020,skeb@msn.com,78735,16263,2
1/30/2020,guo@gmail.com,37526,15006,1
1/30/2020,guo@gmail.com,37526,16816,2
1/31/2020,disp@gmail.com,90878,15873,1
1/31/2020,disp@gmail.com,90878,22816,2
1/31/2020,voa@yahoo.com,53462,20491,1
1/31/2020,voa@yahoo.com,53462,15925,2
1/31/2020,voa@yahoo.com,53462,3945,1
1/31/2020,sleiz@outlook.com,57520,6404,1
1/31/2020,smass@gmail.com,87354,6956,4
1/31/2020,smass@gmail.com,87354,18273,1
1/31/2020,foa@gmail.com,16374,22110,1
1/31/2020,foa@gmail.com,16374,1237,1
1/31/2020,shy@gmail.com,8533,20389,2
2/1/2020,lo@outlook.com,5164,10116,1
2/1/2020,naan@outlook.com,19409,13633,1
2/1/2020,flink@yahoo.com,75427,4372,1
2/1/2020,flink@yahoo.com,75427,4062,1
2/1/2020,flink@yahoo.com,75427,20053,3
2/1/2020,swo@gmail.com,22585,11692,1
2/2/2020,ban@hotmail.com,28845,938,2
2/2/2020,ban@hotmail.com,28845,18557,1
2/2/2020,ban@hotmail.com,28845,15868,1
2/2/2020,lict@yahoo.com,4862,14369,1
2/2/2020,trao@aol.com,74017,4771,3
2/2/2020,trao@aol.com,74017,10183,1
2/2/2020,luoft@gmail.com,67727,17578,1
2/2/2020,sta@gmail.com,42007,1229,3
2/2/2020,jai@live.com,80966,12438,1
2/3/2020,reu@icloud.com,70531,2192,1
2/3/2020,reu@icloud.com,70531,19977,2
2/3/2020,drusp@yahoo.com,64248,16776,1
2/3/2020,pysh@msn.com,45187,1566,3
2/3/2020,pysh@msn.com,45187,7918,4
2/3/2020,swut@msn.com,83516,14329,1
2/3/2020,zust@hotmail.com,95467,6181,1
2/3/2020,glao@aol.com,20006,14698,1
2/3/2020,glao@aol.com,20006,18443,1
2/3/2020,glao@aol.com,20006,11812,1
2/3/2020,yeiss@live.com,82065,17390,1
2/3/2020,yeiss@live.com,82065,20470,2
2/3/2020,snua@hotmail.com,37973,5318,1
2/3/2020,snua@hotmail.com,37973,22797,2
2/4/2020,bri@hotmail.com,26328,20932,2
2/5/2020,vei@msn.com,88819,20960,1
2/5/2020,chuss@gmail.com,26389,2145,2
2/5/2020,chuss@gmail.com,26389,19286,5
2/5/2020,flea@hotmail.com,82478,18396,1
2/5/2020,flea@hotmail.com,82478,1465,3
2/5/2020,crout@outlook.com,80257,10679,2
2/5/2020,crout@outlook.com,80257,15407,2
2/6/2020,sliam@inbox.com,70531,14389,1
2/6/2020,rie@msn.com,55521,1800,3
2/7/2020,spooct@msn.com,73926,16258,2
2/7/2020,spooct@msn.com,73926,16710,1
2/7/2020,spooct@msn.com,73926,2636,1
2/7/2020,plie@gmail.com,29808,19873,1
2/7/2020,plie@gmail.com,29808,9898,1
2/7/2020,zoi@aol.com,81333,17818,2
2/7/2020,zoi@aol.com,81333,22833,1
2/7/2020,zoi@aol.com,81333,9071,1
2/7/2020,zoi@aol.com,81333,1319,2
2/7/2020,viuss@gmail.com,67654,2625,2
2/7/2020,viuss@gmail.com,67654,12740,1
2/7/2020,suiy@outlook.com,9349,10860,4
2/7/2020,fai@yahoo.com,87521,11072,1
2/7/2020,gaiv@icloud.com,90434,17873,1
2/7/2020,slo@gmail.com,22519,588,2
2/7/2020,slo@gmail.com,22519,14739,2
2/8/2020,ju@hotmail.com,65158,23883,1
2/9/2020,fo@hotmail.com,42067,22492,1
2/9/2020,flact@inbox.com,18424,7355,1
2/9/2020,flact@inbox.com,18424,14040,2
2/9/2020,flact@inbox.com,18424,14099,1
2/9/2020,flact@inbox.com,18424,1125,1
2/10/2020,stru@yahoo.com,38306,651,2
2/10/2020,stru@yahoo.com,38306,15305,2
2/10/2020,snink@mail.com,32642,19161,2
2/11/2020,friond@gmail.com,63879,9845,2
2/11/2020,friond@gmail.com,63879,4602,4
2/11/2020,gez@gmail.com,33341,7712,1
2/11/2020,che@inbox.com,71026,10180,1
2/11/2020,claa@gmail.com,62472,18563,1
2/11/2020,clio@gmail.com,8069,20281,4
2/11/2020,clio@gmail.com,8069,5053,5
2/11/2020,clio@gmail.com,8069,1093,1
2/11/2020,fuih@gmail.com,77061,1069,1
2/12/2020,loonk@gmail.com,73432,12478,2
2/12/2020,loonk@gmail.com,73432,7522,1
2/12/2020,loonk@gmail.com,73432,4653,1
2/12/2020,freo@yahoo.com,53600,7549,3
2/12/2020,teo@yahoo.com,41766,442,2
2/12/2020,chuo@msn.com,61789,9938,1
2/12/2020,chuo@msn.com,61789,5701,1
2/12/2020,lai@hotmail.com,90878,22324,1
2/12/2020,lai@hotmail.com,90878,1525,2
2/12/2020,lai@hotmail.com,90878,9584,1
2/12/2020,lai@hotmail.com,90878,9608,3
2/13/2020,soo@live.com,75822,3427,2
2/13/2020,roe@yahoo.com,45714,15186,1
2/13/2020,roe@yahoo.com,45714,14286,2
2/13/2020,roe@yahoo.com,45714,22837,4
2/13/2020,spoi@inbox.com,88972,22473,1
2/13/2020,blo@hotmail.com,41349,19906,2
2/13/2020,blo@hotmail.com,41349,12932,1
2/13/2020,blo@hotmail.com,41349,16365,1
2/13/2020,blo@hotmail.com,41349,10735,1
2/14/2020,pli@msn.com,78526,15288,1
2/14/2020,pli@msn.com,78526,3665,2
2/14/2020,grioss@msn.com,42401,16210,1
2/14/2020,smof@yahoo.com,856,5751,1
2/14/2020,bund@outlook.com,85925,3330,2
2/14/2020,bund@outlook.com,85925,14420,1
2/14/2020,croo@live.com,36941,10755,1
2/15/2020,shypt@msn.com,97164,3185,3
2/15/2020,dry@msn.com,25320,3885,1
2/15/2020,braa@aol.com,67138,16341,2
2/15/2020,braa@aol.com,67138,17155,1
2/15/2020,swid@live.com,59059,21264,2
2/15/2020,hio@live.com,90390,12887,3
2/15/2020,symp@hotmail.com,2434,8314,4
2/15/2020,smour@gmail.com,95467,397,1
2/16/2020,yok@gmail.com,13614,9647,1
2/16/2020,yok@gmail.com,13614,14556,2
2/16/2020,yok@gmail.com,13614,17233,1
2/16/2020,yok@gmail.com,13614,4632,2
2/16/2020,fio@msn.com,38078,16763,4
2/16/2020,dral@msn.com,32642,6235,3
2/16/2020,raosh@hotmail.com,90020,10323,3
2/16/2020,raosh@hotmail.com,90020,14039,1
2/16/2020,raosh@hotmail.com,90020,421,1
2/16/2020,sti@gmail.com,78956,679,1
2/16/2020,sti@gmail.com,78956,4051,1
2/16/2020,sti@gmail.com,78956,968,1
2/16/2020,sti@gmail.com,78956,18060,2
2/16/2020,sti@gmail.com,78956,668,1
2/16/2020,hy@gmail.com,66587,5920,3
2/16/2020,spoi@msn.com,58863,6837,1
2/17/2020,skouw@live.com,14840,4838,1
2/17/2020,bal@icloud.com,48490,12238,1
2/17/2020,tron@mail.com,97164,11926,3
2/17/2020,zong@gmail.com,90276,23040,1
2/17/2020,strea@outlook.com,18721,14100,2
2/17/2020,jua@yahoo.com,12439,3994,1
2/17/2020,jua@yahoo.com,12439,11955,2
2/18/2020,bloast@icloud.com,42889,20909,1
2/19/2020,clu@outlook.com,2335,10445,1
2/19/2020,clu@outlook.com,2335,21399,1
2/19/2020,clu@outlook.com,2335,11586,2
2/19/2020,clu@outlook.com,2335,14427,1
2/19/2020,flu@hotmail.com,85646,19364,1
2/19/2020,craut@icloud.com,67582,9164,1
2/19/2020,cluang@gmail.com,39908,22132,1
2/19/2020,brect@hotmail.com,49446,5725,2
2/20/2020,zat@yahoo.com,20827,5595,1
2/20/2020,gia@yahoo.com,49137,16455,2
2/20/2020,smee@live.com,58252,805,1
2/20/2020,smee@live.com,58252,8424,3
2/20/2020,spyft@gmail.com,7067,14256,1
2/20/2020,spyft@gmail.com,7067,13700,2
2/20/2020,dro@yahoo.com,97164,22218,1
2/20/2020,kik@gmail.com,36941,14072,1
2/20/2020,nieb@yahoo.com,2683,603,5
2/20/2020,sniay@gmail.com,40309,9218,1
2/21/2020,siu@yahoo.com,35668,16879,2
2/21/2020,wish@msn.com,19382,22269,1
2/22/2020,sle@hotmail.com,33738,13856,1
2/22/2020,prang@live.com,48887,23012,1
2/22/2020,skuoh@msn.com,48490,3786,1
2/22/2020,jai@hotmail.com,97368,18849,1
2/22/2020,waich@mail.com,76654,10645,1
2/22/2020,waich@mail.com,76654,3935,3
2/23/2020,bug@icloud.com,76759,1306,1
2/23/2020,bug@icloud.com,76759,17436,1
2/23/2020,bug@icloud.com,76759,2262,1
2/23/2020,bug@icloud.com,76759,6323,2
2/23/2020,bug@icloud.com,76759,11220,1
2/23/2020,leict@gmail.com,12543,18653,1
2/23/2020,leict@gmail.com,12543,22719,1
2/23/2020,leict@gmail.com,12543,5601,3
2/23/2020,roa@yahoo.com,70746,1953,1
2/23/2020,roa@yahoo.com,70746,23302,5
2/23/2020,nob@hotmail.com,20827,4809,5
2/23/2020,nob@hotmail.com,20827,6768,2
2/23/2020,nob@hotmail.com,20827,3057,1
2/23/2020,stoot@aol.com,90036,22749,1
2/23/2020,grien@inbox.com,18721,16037,1
2/23/2020,grien@inbox.com,18721,12793,2
2/23/2020,gluot@yahoo.com,85157,6972,1
2/23/2020,gluot@yahoo.com,85157,16444,2
2/23/2020,skiu@inbox.com,95291,6094,1
2/23/2020,skiu@inbox.com,95291,16971,2
2/24/2020,shuf@yahoo.com,9452,4275,1
2/24/2020,shuf@yahoo.com,9452,5329,1
2/24/2020,dru@aol.com,23861,10713,1
2/24/2020,dru@aol.com,23861,18978,1
2/24/2020,dru@aol.com,23861,1958,2
2/24/2020,dru@aol.com,23861,16085,4
2/24/2020,trio@hotmail.com,69036,11047,3
2/24/2020,trio@hotmail.com,69036,11149,4
2/24/2020,trio@hotmail.com,69036,12607,3
2/24/2020,zoot@gmail.com,38422,4769,3
2/25/2020,chauft@yahoo.com,72533,5198,4
2/25/2020,slo@aol.com,84775,22859,2
2/25/2020,slo@aol.com,84775,7781,1
2/25/2020,slo@aol.com,84775,18004,1
2/25/2020,roung@yahoo.com,42807,7383,1
2/25/2020,cro@mail.com,55521,17834,1
2/25/2020,fluow@msn.com,20006,3386,4
2/25/2020,ked@live.com,49137,19054,1
2/26/2020,snyt@yahoo.com,38078,14535,2
2/26/2020,snyt@yahoo.com,38078,1955,4
2/26/2020,chuosp@live.com,65266,17935,2
2/26/2020,paish@gmail.com,66810,5488,2
2/26/2020,jeib@gmail.com,868,3001,1
2/26/2020,jeib@gmail.com,868,2951,1
2/27/2020,myng@hotmail.com,87782,7715,1
2/27/2020,dryw@gmail.com,77165,16475,1
2/27/2020,rue@outlook.com,45187,1269,2
2/27/2020,snisp@aol.com,45187,11567,1
2/27/2020,kaa@gmail.com,26456,19091,1
2/27/2020,kaa@gmail.com,26456,48,1
2/27/2020,kaa@gmail.com,26456,6404,1
2/27/2020,swuech@gmail.com,26456,18570,1
2/27/2020,swuech@gmail.com,26456,4454,1
2/27/2020,swuech@gmail.com,26456,13937,3
2/28/2020,feor@outlook.com,16744,4076,1
2/28/2020,dau@msn.com,91750,13964,1
2/28/2020,swoa@yahoo.com,59425,13773,4
2/28/2020,swoa@yahoo.com,59425,14854,3
2/28/2020,taosh@gmail.com,4817,17741,4
2/28/2020,rant@outlook.com,67700,23614,1
2/28/2020,rant@outlook.com,67700,190,1
2/28/2020,rant@outlook.com,67700,3142,1
2/28/2020,rant@outlook.com,67700,4854,1
2/28/2020,je@hotmail.com,93002,7236,1
2/28/2020,bleuft@mail.com,38306,20938,1
2/28/2020,hei@icloud.com,17514,6897,2
2/29/2020,zaash@yahoo.com,67138,3043,1
2/29/2020,cra@aol.com,14488,16867,1
2/29/2020,cra@aol.com,14488,10904,1
2/29/2020,cra@aol.com,14488,11738,1
3/1/2020,sluo@yahoo.com,19409,8434,1
3/1/2020,swo@yahoo.com,94909,5843,2
3/1/2020,swo@yahoo.com,94909,6875,1
3/1/2020,swo@yahoo.com,94909,8362,3
3/1/2020,sag@yahoo.com,30523,19853,1
3/1/2020,sag@yahoo.com,30523,23729,1
3/1/2020,stoe@yahoo.com,93166,20048,1
3/2/2020,draut@outlook.com,5464,16132,4
3/2/2020,pyft@hotmail.com,38827,11566,1
3/2/2020,cliy@aol.com,23928,18778,1
3/3/2020,nounk@inbox.com,77613,12924,1
3/3/2020,brat@outlook.com,74068,20370,2
3/3/2020,fooct@live.com,32327,2306,1
3/3/2020,flim@live.com,26698,12500,1
3/3/2020,flim@live.com,26698,22256,2
3/3/2020,flim@live.com,26698,15192,1
3/3/2020,flim@live.com,26698,22874,2
3/3/2020,flim@live.com,26698,1172,1
3/3/2020,pel@gmail.com,78500,19560,3
3/3/2020,chi@hotmail.com,66810,22251,1
3/3/2020,chi@hotmail.com,66810,3136,1
3/3/2020,graoch@yahoo.com,13642,147,8
3/3/2020,graoch@yahoo.com,13642,21091,2
3/3/2020,hee@aol.com,67138,6603,1
3/3/2020,spuov@hotmail.com,53203,9833,1
3/3/2020,hau@outlook.com,95291,11370,3
3/3/2020,hau@outlook.com,95291,6624,3
3/4/2020,siu@outlook.com,50857,1988,1
3/4/2020,prui@yahoo.com,96781,5766,3
3/4/2020,prui@yahoo.com,96781,2868,1
3/4/2020,prui@yahoo.com,96781,964,1
3/4/2020,slisk@live.com,83317,7115,1
3/4/2020,slisk@live.com,83317,13113,2
3/4/2020,slisk@live.com,83317,7785,3
3/4/2020,druew@outlook.com,18384,10747,1
3/4/2020,druew@outlook.com,18384,326,2
3/4/2020,druew@outlook.com,18384,10703,1
3/4/2020,shoing@yahoo.com,28403,2941,4
3/4/2020,wui@yahoo.com,78640,3920,1
3/5/2020,ly@hotmail.com,98045,17112,3
3/5/2020,ly@hotmail.com,98045,5451,1
3/5/2020,bly@live.com,53491,6194,2
3/5/2020,vei@aol.com,2434,15742,1
3/5/2020,siez@msn.com,9784,15875,1
3/6/2020,mei@msn.com,97513,15294,1
3/6/2020,mei@msn.com,97513,6103,1
3/6/2020,naaft@yahoo.com,54624,13599,2
3/6/2020,naaft@yahoo.com,54624,5692,1
3/6/2020,naaft@yahoo.com,54624,20069,2
3/6/2020,vuey@icloud.com,59339,16350,1
3/6/2020,vuey@icloud.com,59339,16357,1
3/6/2020,vuey@icloud.com,59339,14523,1
3/6/2020,cloint@gmail.com,78505,20320,1
3/6/2020,cloint@gmail.com,78505,601,1
3/6/2020,pep@icloud.com,65486,3762,2
3/6/2020,cryss@icloud.com,83116,22232,3
3/6/2020,cryss@icloud.com,83116,12467,1
3/6/2020,cryss@icloud.com,83116,13684,2
3/6/2020,stoh@aol.com,41828,3583,2
3/6/2020,stoh@aol.com,41828,20662,1
3/6/2020,stoh@aol.com,41828,21483,1
3/7/2020,spu@aol.com,92664,15214,1
3/7/2020,crei@inbox.com,58863,12753,1
3/7/2020,gyb@yahoo.com,98045,3769,2
3/7/2020,gyb@yahoo.com,98045,16475,2
3/7/2020,gyb@yahoo.com,98045,2869,1
3/7/2020,dect@gmail.com,58184,12035,1
3/7/2020,dect@gmail.com,58184,5435,1
3/7/2020,gru@hotmail.com,96915,1477,3
3/8/2020,fi@gmail.com,23045,3995,2
3/8/2020,smu@hotmail.com,93697,20423,3
3/8/2020,smu@outlook.com,71816,287,1
3/8/2020,swao@gmail.com,23838,9677,1
3/9/2020,jeo@yahoo.com,19530,1052,2
3/9/2020,jeo@yahoo.com,19530,6114,2
3/9/2020,blie@yahoo.com,16374,2667,1
3/9/2020,cle@hotmail.com,17190,1986,1
3/9/2020,cle@hotmail.com,17190,3447,1
3/9/2020,cle@hotmail.com,17190,183,1
